book_id,title,authors,original_publication_year,average_rating,language_code
4522,"Saga, Vol. 5 (Saga, #5)","Brian K. Vaughan, Fiona Staples",2015.0,4.44,eng
4523,"The Lions of Lucerne (Scot Harvath, #1)",Brad Thor,2002.0,4.04,eng
4524,One Past Midnight: The Langoliers,"Stephen King, Willem Dafoe",1989.0,3.82,eng
4525,The Sign of the Beaver,Elizabeth George Speare,1983.0,3.77,eng
4526,"Ask the Dust (Arturo Bandini, #3)","John Fante, Charles Bukowski",1939.0,4.14,eng
4527,All Over But the Shoutin',Rick Bragg,1997.0,4.09,eng
4528,The Key to Midnight,"Leigh Nichols, Dean Koontz",1979.0,3.93,en-US
4529,Fairy Tales from the Brothers Grimm: A New English Version,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012.0,4.11,eng
4530,"Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,1998.0,3.85,eng
4531,The Joke,Milan Kundera,1967.0,3.99,eng
4532,"The White Princess (The Plantagenet and Tudor Novels, #5)",Philippa Gregory,2013.0,3.85,eng
4533,Flight of the Intruder (Jake Grafton #1),Stephen Coonts,1986.0,4.04,eng
4534,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,1977.0,4.16,eng
4535,National Velvet,Enid Bagnold,1935.0,4.09,eng
4536,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,2011.0,3.97,eng
4537,Lysistrata,"Aristophanes, Sarah Ruden",-411.0,3.84,eng
4538,The Swan Thieves,Elizabeth Kostova,2010.0,3.53,eng
4539,"Iced (Fever, #6)",Karen Marie Moning,2012.0,4.13,eng
4540,14,Peter Clines,2012.0,3.92,eng
4541,Okay for Now,Gary D. Schmidt,2011.0,4.19,en-US
4542,"Assassins (Left Behind, #6)","Tim LaHaye, Jerry B. Jenkins",1990.0,3.98,eng
4543,"Red Country (First Law World, #6)",Joe Abercrombie,2012.0,4.27,eng
4544,The Lords of Discipline,Pat Conroy,1980.0,4.28,
4545,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,"Scott Jurek, Steve Friedman",2012.0,3.95,en-US
4546,"Broken (Will Trent, #4)",Karin Slaughter,2010.0,4.2,eng
4547,The Matchmaker,Elin Hilderbrand,2014.0,3.82,eng
4548,"The Mark (Left Behind, #8)","Tim LaHaye, Jerry B. Jenkins",2000.0,4.02,en-US
4549,Belong to Me,Marisa de los Santos,2008.0,3.84,en-US
4550,"The Darkest Hour (Warriors, #6)",Erin Hunter,2005.0,4.52,eng
4551,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,1990.0,4.2,eng
4552,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",Louise Penny,2012.0,4.18,
4553,"The Diamond Throne (The Elenium, #1)",David Eddings,1989.0,3.93,
4554,"Those Left Behind (Serenity, #1)","Joss Whedon, Brett Matthews, Will Conrad",2006.0,4.04,eng
4555,Terms of Endearment,Larry McMurtry,1975.0,4.15,eng
4556,"Kiss of the Night (Dark-Hunter, #4)",Sherrilyn Kenyon,2004.0,4.24,eng
4557,The Wedding Girl,Madeleine Wickham,1999.0,3.47,eng
4558,He Chose the Nails,Max Lucado,2000.0,4.37,en-US
4559,"Entice (Need, #3)",Carrie Jones,2010.0,4.03,en-GB
4560,"From Russia With Love (James Bond, #5)",Ian Fleming,1957.0,3.88,eng
4561,The Tortilla Curtain,T.C. Boyle,1995.0,3.64,eng
4562,"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr,2011.0,4.11,en-US
4563,Modern Lovers,Emma Straub,2016.0,3.45,
4564,"Checkmate (Neighbor from Hell, #3)",R.L. Mathewson,2012.0,4.15,eng
4565,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,2001.0,4.04,eng
4566,With the Old Breed: At Peleliu and Okinawa,"Eugene B. Sledge, Paul Fussell",1981.0,4.4,en-US
4567,The Hundred Dresses,"Eleanor Estes, Louis Slobodkin",1944.0,4.07,eng
4568,"Lost Lake (Lost Lake, #1)",Sarah Addison Allen,2014.0,3.85,eng
4569,"Hardwired (Hacker, #1)",Meredith Wild,2013.0,4.07,eng
4570,The Last Runaway,Tracy Chevalier,2013.0,3.78,en-US
4571,"Midnight Tides (The Malazan Book of the Fallen, #5)",Steven Erikson,2004.0,4.34,eng
4572,"The 100 (The 100, #1)",Kass Morgan,2013.0,3.56,eng
4573,"Hades (Halo, #2)",Alexandra Adornetto,2011.0,3.97,eng
4574,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr., Paul Chadwick",2004.0,4.22,eng
4575,Bear Snores On,"Karma Wilson, Jane Chapman",2002.0,4.25,en-US
4576,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,2016.0,4.04,eng
4577,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,2007.0,3.7,en-US
4578,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",1992.0,4.05,en-US
4579,Servant of the Bones,Anne Rice,1996.0,3.7,
4580,"Ironside (Modern Faerie Tales, #3)",Holly Black,2007.0,4.04,
4581,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,2008.0,3.93,eng
4582,The Return of the Native  ,"Thomas Hardy, Alexander Theroux",1878.0,3.84,eng
4583,Micro,"Michael Crichton, Richard   Preston",2011.0,3.38,eng
4584,No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1947.0,4.09,eng
4585,Foundation and Chaos (Second Foundation Trilogy #2),Greg Bear,1998.0,4.14,eng
4586,Cover Her Face (Adam Dalgliesh #1),P.D. James,1962.0,3.94,eng
4587,"Supernaturally (Paranormalcy, #2)",Kiersten White,2011.0,3.92,en-US
4588,"First King of Shannara (The Original Shannara Trilogy, #0)",Terry Brooks,1996.0,3.94,eng
4589,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",Louise Penny,2010.0,4.33,en-US
4590,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",Michael Connelly,2007.0,3.91,eng
4591,Ø£ÙØª ÙÙ,ÙÙÙ Ø§ÙÙØ±Ø´ÙØ¯,2007.0,4.03,ara
4592,The House of the Seven Gables,"Nathaniel Hawthorne, Robert S. Levine",1851.0,3.45,eng
4593,"Rising Storm (Warriors, #4)",Erin Hunter,2005.0,4.38,eng
4594,Love Warrior,Glennon Doyle Melton,2016.0,4.1,en-US
4595,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",Louise Penny,2009.0,4.23,en-US
4596,"The Prisoner of Cell 25 (Michael Vey, #1)",Richard Paul Evans,2011.0,4.19,
4597,The Souls of Black Folk,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",1903.0,4.24,
4598,I Never Promised You a Rose Garden,"Hannah  Green, Joanne Greenberg",1964.0,3.85,eng
4599,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,2012.0,4.48,eng
4600,The Castaways,Elin Hilderbrand,2009.0,3.69,
4601,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",Shonda Rhimes,2015.0,4.05,eng
4602,The Lover,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",1984.0,3.76,eng
4603,"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,2005.0,4.27,
4604,"Burn (Breathless, #3)",Maya Banks,2013.0,4.01,eng
4605,The Power and the Glory,"Graham Greene, John Updike",1940.0,3.99,eng
4606,Paula,Isabel Allende,1994.0,4.07,spa
4607,"Lila (Gilead, #3)",Marilynne Robinson,2014.0,3.9,eng
4608,"The Scions of Shannara (Heritage of Shannara, #1)",Terry Brooks,1990.0,3.97,en-GB
4609,Behind the Scenes at the Museum,Kate Atkinson,1995.0,3.94,
4610,Sweetbitter,Stephanie Danler,2016.0,3.28,eng
4611,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,2002.0,4.2,eng
4612,Tangerine,"Edward Bloor, Danny De Vito",1997.0,3.61,eng
4613,Hell House,Richard Matheson,1971.0,3.81,eng
4614,The Emperor's Children,Claire Messud,2006.0,2.93,
4615,The Liar,Nora Roberts,2014.0,3.95,eng
4616,"The Third Victim (Quincy & Rainie, #2)",Lisa Gardner,2001.0,4.16,en-US
4617,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",Michael Connelly,2016.0,4.36,eng
4618,"Hell's Corner (Camel Club, #5)",David Baldacci,2010.0,4.1,eng
4619,"Key of Valor (Key Trilogy, #3)",Nora Roberts,2003.0,4.1,en-US
4620,Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",1990.0,4.22,en-US
4621,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,2014.0,4.03,eng
4622,Franz Kafka's The Castle (Dramatization),"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",2003.0,4.07,eng
4623,"Timebound (The Chronos Files, #1)",Rysa Walker,2012.0,3.87,eng
4624,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)","Catherynne M. Valente, Ana Juan",2011.0,3.97,eng
4625,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",Denise Grover Swank,2011.0,3.9,eng
4626,"NYPD Red (NYPD Red, #1)","James Patterson, Marshall Karp",2012.0,3.9,
4627,"The Book of the Dead (Pendergast, #7; Diogenes, #3)","Douglas Preston, Lincoln Child",2006.0,4.13,en-US
4628,Er ist wieder da,Timur Vermes,2012.0,3.44,ger
4629,The Expats,Chris Pavone,2012.0,3.42,eng
4630,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,2003.0,3.95,en-US
4631,Beautiful Day,Elin Hilderbrand,2013.0,3.75,en-US
4632,"The Indwelling (Left Behind, #7)","Tim LaHaye, Jerry B. Jenkins",2000.0,3.97,en-US
4633,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,2006.0,3.49,en-US
4634,The Glass Bead Game,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",1943.0,4.11,eng
4635,The Yellow Birds,Kevin Powers,2012.0,3.74,eng
4636,Just One Look,Harlan Coben,2004.0,4.0,eng
4637,"The Proposal (The Proposition, #2)",Katie Ashley,2013.0,4.04,eng
4638,"My Family and Other Animals (Corfu Trilogy, #1)","Gerald Durrell, Helma LapiÅa",1956.0,4.27,en-US
4639,Back Roads,Tawni O'Dell,1999.0,3.72,en-US
4640,Cathedral,Raymond Carver,1983.0,4.3,eng
4641,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,2016.0,4.41,eng
4642,The Body,"Stephen King, Robin A.H. Waterfield",1982.0,4.26,eng
4643,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,2009.0,4.18,en-US
4644,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,2011.0,4.12,eng
4645,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,1874.0,4.02,eng
4646,Chicken Soup with Rice: A Book of Months (The Nutshell Library),Maurice Sendak,1962.0,4.25,
4647,"R is for Ricochet (Kinsey Millhone, #18)",Sue Grafton,2004.0,3.96,eng
4648,"Prince of Wolves (The Grey Wolves, #1)",Quinn Loftis,2011.0,4.06,eng
4649,Diary of a Worm,"Doreen Cronin, Harry Bliss",1996.0,4.19,eng
4650,"The Grey King (The Dark Is Rising, #4)",Susan Cooper,1975.0,4.18,eng
4651,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,2013.0,4.3,eng
4652,"Devoured (Devoured, #1)",Emily Snow,2012.0,3.94,eng
4653,The Complete Novels,Jane Austen,1813.0,4.55,eng
4654,The Book of Strange New Things,Michel Faber,2014.0,3.66,eng
4655,Epic Fail,Claire LaZebnik,2011.0,3.73,en-US
4656,"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,2002.0,4.05,en-US
4657,The Manchurian Candidate (Movie Tie-In Edition),Richard Condon,1959.0,4.09,en-US
4658,"Fudge-a-Mania (Fudge, #4)",Judy Blume,1990.0,3.99,eng
4659,"Nevermore (Maximum Ride, #8)",James Patterson,2012.0,3.88,eng
4660,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1993.0,4.18,eng
4661,Pale Blue Dot: A Vision of the Human Future in Space,"Carl Sagan, Ann Druyan",1994.0,4.32,eng
4662,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",Abbi Glines,2013.0,4.25,eng
4663,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,2006.0,4.07,
4664,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,2008.0,4.0,
4665,"The Pilgrims of Rayne (Pendragon, #8)",D.J. MacHale,2007.0,4.14,
4666,The Hundred-Foot Journey,Richard C. Morais,2008.0,3.54,en-US
4667,Scorpia Rising (Alex Rider #9),Anthony Horowitz,2011.0,4.29,eng
4668,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",Lincoln Peirce,2010.0,4.16,en-US
4669,"Forever Princess (The Princess Diaries, #10)",Meg Cabot,2008.0,4.08,
4670,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,1997.0,4.13,en-US
4671,"Breath, Eyes, Memory",Edwidge Danticat,1994.0,3.86,eng
4672,Journey to the End of the Night,"Louis-Ferdinand CÃ©line, Ralph Manheim, William T. Vollmann",1932.0,4.25,eng
4673,"The Scarecrow (Jack McEvoy, #2)",Michael Connelly,2009.0,4.03,eng
4674,The Humans,Matt Haig,2013.0,4.07,eng
4675,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,2009.0,4.18,eng
4676,1/4 Ø¬Ø±Ø§Ù,Essam Youssef,2008.0,4.02,ara
4677,For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,2004.0,4.06,en-US
4678,"Seize the Night (Moonlight Bay, #2)","Dean Koontz, Keith Szarabajka",1998.0,4.07,eng
4679,A Quick Bite (Argeneau #1),Lynsay Sands,2005.0,3.91,en-US
4680,"Key of Knowledge (Key Trilogy, #2)",Nora Roberts,2003.0,4.09,eng
4681,"Ice Station (Shane Schofield, #1)",Matthew Reilly,1998.0,4.1,eng
4682,A Dangerous Fortune,Ken Follett,1993.0,3.99,eng
4683,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,2003.0,4.09,eng
4684,The Wealth of Nations,Adam Smith,1776.0,3.87,eng
4685,Canada,Richard Ford,2012.0,3.49,eng
4686,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,2005.0,3.92,en-US
4687,"The Seeing Stone (The Spiderwick Chronicles, #2)","Holly Black, Tony DiTerlizzi",2000.0,3.87,eng
4688,"Stalingrad: The Fateful Siege, 1942â1943",Antony Beevor,1998.0,4.29,eng
4689,"Beast Master, Vol. 1 (Beast Master, #1)",Kyousuke Motomi,2001.0,4.21,en-US
4690,"Giggle, Giggle, Quack","Doreen Cronin, Betsy Lewin",2002.0,4.19,en-US
4691,West with the Night,Beryl Markham,1942.0,4.18,en-US
4692,The Cellist of Sarajevo,Steven Galloway,2008.0,4.02,eng
4693,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,2009.0,4.17,eng
4694,If You Ask Me (And of Course You Won't),Betty White,2011.0,3.65,eng
4695,Discourse on Method and Meditations on First Philosophy,"RenÃ© Descartes, Donald A. Cress",1637.0,3.67,eng
4696,"The Defector (Gabriel Allon, #9)",Daniel Silva,2009.0,4.28,eng
4697,In One Person,John Irving,2012.0,3.65,
4698,"Rilla of Ingleside (Anne of Green Gables, #8)",L.M. Montgomery,1921.0,4.16,eng
4699,The Wisdom of Crowds,James Surowiecki,2004.0,3.8,eng
4700,"Still Life With Crows (Pendergast, #4)","Douglas Preston, Lincoln Child",2003.0,4.18,eng
4701,The Fog,James Herbert,1975.0,3.87,
4702,Unlimited Power : The New Science Of Personal Achievement,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0,4.21,
4703,"Fever Dream (Pendergast, #10)","Douglas Preston, Lincoln Child",2010.0,4.09,eng
4704,Why Be Happy When You Could Be Normal?,Jeanette Winterson,2011.0,3.94,
4705,"Outpost (Razorland, #2)",Ann Aguirre,2012.0,4.12,en-US
4706,Can't We Talk about Something More Pleasant?,Roz Chast,2014.0,4.1,eng
4707,The Long Hard Road Out of Hell,"Marilyn Manson, Neil Strauss",1998.0,3.88,eng
4708,BookRags Summary:  A Storm of Swords,BookRags,,4.59,eng
4709,"Lyle, Lyle, Crocodile",Bernard Waber,1965.0,4.13,eng
4710,"Etiquette & Espionage (Finishing School, #1)",Gail Carriger,2013.0,3.79,en-CA
4711,Death With Interruptions,"JosÃ© Saramago, Margaret Jull Costa",2005.0,3.97,eng
4712,"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,1997.0,3.99,en-US
4713,Sole Survivor,Dean Koontz,1997.0,3.77,en-US
4714,Britt-Marie Was Here,"Fredrik Backman, Henning Koch, Ø³ÙØ§ÙÙ Ù¾Ø±ÙÛØ²Ú©Ø§Ø±Û",2014.0,4.07,eng
4715,Velvet Elvis: Repainting the Christian Faith,Rob Bell,2005.0,3.77,
4716,Kim,"Rudyard Kipling, Edward Said",1901.0,3.72,eng
4717,"The Shunning (The Heritage of Lancaster County, #1)",Beverly  Lewis,1997.0,4.13,
4718,"Written in Red (The Others, #1)",Anne Bishop,2013.0,4.29,eng
4719,The Seven-Percent Solution,Nicholas Meyer,1974.0,4.14,eng
4720,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,2006.0,4.21,eng
4721,The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,2008.0,4.39,en-US
4722,Toujours Provence,Peter Mayle,1991.0,4.0,eng
4723,The Lost Painting,Jonathan Harr,2005.0,3.71,en-US
4724,The Light in the Ruins,Chris Bohjalian,2013.0,3.65,eng
4725,My Beloved World,Sonia Sotomayor,2013.0,4.03,eng
4726,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,1998.0,4.32,en-US
4727,Critique of Pure Reason,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,3.92,eng
4728,"A Murder Is Announced (Miss Marple, #5)",Agatha Christie,1950.0,3.96,eng
4729,Gnomes,"Rien Poortvliet, Wil Huygen",1976.0,4.01,eng
4730,"Undead and Unemployed (Undead, #2)",MaryJanice Davidson,2004.0,3.93,en-US
4731,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,1998.0,4.4,
4732,"The Little Lady Agency (The Little Lady Agency, #1)",Hester Browne,2005.0,3.74,eng
4733,On Liberty,John Stuart Mill,1859.0,3.93,eng
4734,Not My Father's Son,Alan Cumming,2014.0,4.0,eng
4735,"Nigella Express: Good Food, Fast",Nigella Lawson,2007.0,3.96,eng
4736,The Dead Key,D.M. Pulley,2015.0,3.79,eng
4737,"Simply Irresistible (Lucky Harbor, #1)",Jill Shalvis,2010.0,3.92,eng
4738,"Gabriel's Redemption (Gabriel's Inferno, #3)",Sylvain Reynard,2013.0,4.23,eng
4739,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",Bryan Lee O'Malley,2009.0,4.33,eng
4740,Better: A Surgeon's Notes on Performance,Atul Gawande,2007.0,4.19,en-US
4741,"Leave Me Breathless (Ross Siblings, #3)",Cherrie Lynn,2012.0,4.26,en-GB
4742,"Play (Stage Dive, #2)",Kylie Scott,2014.0,4.33,eng
4743,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality","Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009.0,4.39,en-US
4744,Games People Play,Eric Berne,1964.0,3.81,en-US
4745,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,2013.0,3.87,eng
4746,La Dame aux CamÃ©lias,"Alexandre Dumas fils, David Coward",1848.0,3.97,eng
4747,The Wedding Dress,Rachel Hauck,2012.0,3.83,en-US
4748,Fish: A Proven Way to Boost Morale and Improve Results,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996.0,3.92,eng
4749,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Stephen E. Ambrose,1994.0,4.25,eng
4750,A Long Walk to Water: Based on a True Story,Linda Sue Park,2010.0,4.23,eng
4751,"Light (Gone, #6)",Michael  Grant,2013.0,4.4,eng
4752,Stuck-Up Suit,"Vi Keeland, Penelope Ward",2016.0,4.14,eng
4753,"To Your Scattered Bodies Go (Riverworld, #1)",Philip JosÃ© Farmer,1971.0,3.94,eng
4754,Midnight Bayou,Nora Roberts,2001.0,3.96,eng
4755,Winter's Tale,Mark Helprin,1983.0,3.5,en-US
4756,The Doomsday Conspiracy,Sidney Sheldon,1991.0,3.59,eng
4757,"Rapture in Death (In Death, #4)","J.D. Robb, Susan Ericksen",1996.0,4.26,
4758,Common Sense,Thomas Paine,1776.0,3.97,eng
4759,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Adeline Yen Mah,1997.0,3.88,eng
4760,Ø±Ø­ÙØªÙ ÙÙ Ø§ÙØ´Ù Ø¥ÙÙ Ø§ÙØ¥ÙÙØ§Ù,ÙØµØ·ÙÙ ÙØ­ÙÙØ¯,1970.0,4.03,ara
4761,"Whispers at Moonrise (Shadow Falls, #4)",C.C. Hunter,2012.0,4.38,eng
4762,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,2000.0,3.76,en-US
4763,The Elementary Particles,"Michel Houellebecq, Frank Wynne",1998.0,3.78,eng
4764,"Beauty from Surrender (Beauty, #2)",Georgia Cates,2013.0,4.13,eng
4765,Dracula (Marvel Illustrated),"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005.0,3.93,
4766,"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,1997.0,3.84,eng
4767,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,2012.0,3.91,eng
4768,The Fountains of Paradise,Arthur C. Clarke,1979.0,3.96,eng
4769,The Bastard of Istanbul,Elif Shafak,2006.0,3.79,eng
4770,Two Boys Kissing,David Levithan,2013.0,4.11,eng
4771,"The Doomsday Key (Sigma Force, #6)",James Rollins,,4.16,en-US
4772,The Ruins,Scott B. Smith,2006.0,3.5,en-US
4773,"A Dangerous Path (Warriors, #5)",Erin Hunter,2004.0,4.42,eng
4774,"Dances with Wolves (Dances with Wolves, #1)",Michael Blake,1988.0,4.19,eng
4775,"Bloodhound (Beka Cooper, #2)",Tamora Pierce,2009.0,4.26,eng
4776,"The Night Angel Trilogy (Night Angel, #1-3)",Brent Weeks,2009.0,4.42,eng
4777,A Rose for Emily and Other Stories,William Faulkner,1930.0,4.06,eng
4778,The Holy Bible: English Standard Version,Anonymous,2001.0,4.66,eng
4779,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",Ellis Peters,1977.0,3.99,en-US
4780,The Lives of the Artists,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550.0,3.78,eng
4781,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",Sherrilyn Kenyon,2005.0,4.34,en-US
4782,"Syren (Septimus Heap, #5)",Angie Sage,2009.0,4.1,eng
4783,"Metro 2033 (METRO, #1)","Dmitry Glukhovsky, M. David Drevs",2005.0,3.98,ger
4784,The Slap,Christos Tsiolkas,2008.0,3.16,eng
4785,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)","Robert Henri, Forbes Watson, Margery A. Ryerson",1929.0,3.87,eng
4786,"Brilliance (Brilliance Saga, #1)",Marcus Sakey,2013.0,3.95,eng
4787,Life and Other Near-Death Experiences,Camille PagÃ¡n,2015.0,3.82,en-GB
4788,The Fortress of Solitude,Jonathan Lethem,2003.0,3.87,eng
4789,The Darkest Evening of the Year,Dean Koontz,2007.0,3.71,eng
4790,"Authority (Southern Reach, #2)",Jeff VanderMeer,2014.0,3.55,eng
4791,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)","Holly Black, Tony DiTerlizzi",2004.0,3.92,en-US
4792,The Scrapbook of Frankie Pratt,Caroline Preston,2011.0,3.72,eng
4793,Bee Season,Myla Goldberg,2000.0,3.55,eng
4794,"Indelible (Grant County, #4)",Karin Slaughter,2004.0,4.19,eng
4795,Night Chills,Dean Koontz,1976.0,3.86,en-US
4796,Be Here Now,"Ram Dass, Richard Alpert",1971.0,4.27,en-US
4797,"Trace (Kay Scarpetta, #13)",Patricia Cornwell,2004.0,3.76,eng
4798,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,2007.0,4.34,en-US
4799,"The Ruby Knight (The Elenium, #2)",David Eddings,1990.0,3.96,eng
4800,The Thief of Always,Clive Barker,1992.0,4.18,eng
4801,"Kiss of Crimson (Midnight Breed, #2)",Lara Adrian,2007.0,4.17,en-US
4802,"The Keepsake (Rizzoli & Isles, #7)",Tess Gerritsen,2008.0,4.09,en-US
4803,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,2013.0,4.06,eng
4804,"The Air He Breathes (Elements, #1)",Brittainy C. Cherry,2015.0,4.2,
4805,Kiss of a Demon King (Immortals After Dark #7),Kresley Cole,2009.0,4.35,eng
4806,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,2006.0,4.42,eng
4807,"Forever My Girl (The Beaumont Series, #1)",Heidi McLaughlin,2012.0,4.04,eng
4808,"The Glass Magician (The Paper Magician Trilogy, #2)",Charlie N. Holmberg,2014.0,3.87,
4809,Chanakya's Chant,Ashwin Sanghi,2010.0,3.68,eng
4810,The Naked and the Dead,Norman Mailer,1948.0,3.94,eng
4811,Battle Cry of Freedom,James M. McPherson,1988.0,4.32,eng
4812,The Little Mermaid,"Michael Teitelbaum, Sue DiCicco",1989.0,4.36,
4813,Lifeguard,"James Patterson, Andrew Gross",2005.0,3.76,
4814,Because of Mr. Terupt,Rob Buyea,2010.0,4.34,eng
4815,Blubber,Judy Blume,1974.0,3.78,en-GB
4816,"One Grave at a Time (Night Huntress, #6)",Jeaniene Frost,2011.0,4.25,eng
4817,"Apollyon (Covenant, #4)",Jennifer L. Armentrout,2013.0,4.4,eng
4818,"I Heart New York (I Heart, #1)",Lindsey Kelk,2009.0,3.84,en-US
4819,"Airhead (Airhead, #1)",Meg Cabot,2008.0,3.77,eng
4820,"Beauty's Release (Sleeping Beauty, #3)","A.N. Roquelaure, Anne Rice",1985.0,3.71,eng
4821,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",Beth Fantaskey,2000.0,3.85,en-US
4822,"Complete Poems, 1904-1962",E.E. Cummings,1991.0,4.35,eng
4823,Execution: The Discipline of Getting Things Done,"Larry Bossidy, Ram Charan, Charles Burck",2009.0,3.83,en-US
4824,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,2014.0,4.04,eng
4825,"The Rembrandt Affair (Gabriel Allon, #10)",Daniel Silva,2010.0,4.26,eng
4826,The Call of Cthulhu,H.P. Lovecraft,1928.0,4.05,eng
4827,20th Century Ghosts,"Joe Hill, Christopher Golden",2005.0,3.95,en-US
4828,Ghostwritten,David Mitchell,1999.0,4.06,eng
4829,The One That Got Away,Simon Wood,2015.0,3.77,eng
4830,"The Ruby Circle (Bloodlines, #6)",Richelle Mead,2015.0,4.22,eng
4831,Where the Mountain Meets the Moon,Grace Lin,2009.0,4.24,eng
4832,"Swallows and Amazons (Swallows and Amazons, #1)",Arthur Ransome,1930.0,3.98,eng
4833,"Rock Hard (Sinners on Tour, #2)",Olivia Cunning,2011.0,4.11,eng
4834,How to Build a Girl,Caitlin Moran,2014.0,3.69,eng
